"location","mortalityRate","state","county"
"Colonial Heights City, Virginia",-51.56,"51","570"
"Covington City, Virginia",-41.45,"51","580"
"Craig County, Virginia",-52.7,"51","045"
"Culpeper County, Virginia",-47.64,"51","047"
"Cumberland County, Virginia",-49.47,"51","049"
"Danville City, Virginia",-40.78,"51","590"
"Dickenson County, Virginia",-45.01,"51","051"
"Dinwiddie County, Virginia",-44.78,"51","053"
"Emporia City, Virginia",-34.8,"51","595"
"Essex County, Virginia",-44.34,"51","057"
"Fairfax City, Virginia",-62.08,"51","600"
"Fairfax County, Virginia",-62.08,"51","059"
"Falls Church City, Virginia",-61.86,"51","610"
"Fauquier County, Virginia",-58.65,"51","061"
"Floyd County, Virginia",-42.01,"51","063"
"Fluvanna County, Virginia",-60.3,"51","065"
"Franklin City, Virginia",-45.64,"51","620"
"Franklin County, Virginia",-47.86,"51","067"
"Frederick County, Virginia",-60.77,"51","069"
"Fredericksburg City, Virginia",-55.3,"51","630"
"Galax City, Virginia",-40.37,"51","640"
"Giles County, Virginia",-40.28,"51","071"
"Gloucester County, Virginia",-46.75,"51","073"
"Goochland County, Virginia",-58.7,"51","075"
"Grayson County, Virginia",-46.17,"51","077"
"Greene County, Virginia",-60.57,"51","079"
"Greensville County, Virginia",-34.8,"51","081"
"Halifax County, Virginia",-41.99,"51","083"
"Hampton City, Virginia",-44.45,"51","650"
"Hanover County, Virginia",-55.43,"51","085"
"Harrisonburg City, Virginia",-56.6,"51","660"
"Henrico County, Virginia",-53.34,"51","087"
"Henry County, Virginia",-32.15,"51","089"
"Highland County, Virginia",-58.14,"51","091"
"Hopewell City, Virginia",-34.95,"51","670"
"Isle of Wight County, Virginia",-54.55,"51","093"
"James City County, Virginia",-58.13,"51","095"
"King George County, Virginia",-58.7,"51","099"
"King William County, Virginia",-49.18,"51","101"
"King and Queen County, Virginia",-56.83,"51","097"
"Lancaster County, Virginia",-48.41,"51","103"
"Lee County, Virginia",-37.41,"51","105"
"Lexington City, Virginia",-53.74,"51","678"
"Loudoun County, Virginia",-69.21,"51","107"
"Louisa County, Virginia",-54.21,"51","109"
"Lunenburg County, Virginia",-47.83,"51","111"
"Lynchburg City, Virginia",-42.46,"51","680"
"Madison County, Virginia",-50.11,"51","113"
"Manassas City, Virginia",-64.65,"51","683"
"Manassas Park City, Virginia",-64.65,"51","685"
"Martinsville City, Virginia",-26.98,"51","690"
"Mathews County, Virginia",-42.42,"51","115"
"Mecklenburg County, Virginia",-45.33,"51","117"
"Middlesex County, Virginia",-49.27,"51","119"
"Montgomery County, Virginia",-49.33,"51","121"
"Nelson County, Virginia",-56.48,"51","125"
"New Kent County, Virginia",-57,"51","127"
"Newport News City, Virginia",-56.77,"51","700"
"Norfolk City, Virginia",-48.17,"51","710"
"Northampton County, Virginia",-49.61,"51","131"
"Northumberland County, Virginia",-56.59,"51","133"
"Norton City, Virginia",-52.45,"51","720"
"Nottoway County, Virginia",-33.85,"51","135"
"Orange County, Virginia",-56.4,"51","137"
"Page County, Virginia",-45.28,"51","139"
"Patrick County, Virginia",-25.98,"51","141"
"Petersburg City, Virginia",-32.13,"51","730"
"Pittsylvania County, Virginia",-40.78,"51","143"
"Poquoson City, Virginia",-43.93,"51","735"
"Portsmouth City, Virginia",-43.55,"51","740"
"Powhatan County, Virginia",-59.2,"51","145"
"Prince Edward County, Virginia",-43.08,"51","147"
"Prince George County, Virginia",-54.3,"51","149"
"Prince William County, Virginia",-64.65,"51","153"
"Pulaski County, Virginia",-25.71,"51","155"
"Radford City, Virginia",-44.96,"51","750"
"Rappahannock County, Virginia",-56.59,"51","157"
"Richmond City, Virginia",-44.17,"51","760"
"Richmond County, Virginia",-45.59,"51","159"
"Roanoke City, Virginia",-33.35,"51","770"
"Roanoke County, Virginia",-49.05,"51","161"
"Rockbridge County, Virginia",-63.12,"51","163"
"Rockingham County, Virginia",-56.6,"51","165"
"Russell County, Virginia",-39.13,"51","167"
"Salem City, Virginia",-54.41,"51","775"
"Scott County, Virginia",-38.52,"51","169"
"Shenandoah County, Virginia",-56.74,"51","171"
"Smyth County, Virginia",-41.91,"51","173"
"Southampton County, Virginia",-45.64,"51","175"
"Spotsylvania County, Virginia",-55.3,"51","177"
"Stafford County, Virginia",-58.54,"51","179"
"Staunton City, Virginia",-53.77,"51","790"
"Suffolk City, Virginia",-57.37,"51","800"
"Surry County, Virginia",-55.32,"51","181"
"Sussex County, Virginia",-46.28,"51","183"
"Tazewell County, Virginia",-36.94,"51","185"
"Virginia Beach City, Virginia",-56.74,"51","810"
"Warren County, Virginia",-50.73,"51","187"
"Washington County, Virginia",-49.2,"51","191"
"Waynesboro City, Virginia",-53.77,"51","820"
"Westmoreland County, Virginia",-52.49,"51","193"
"Williamsburg City, Virginia",-58.13,"51","830"
"Winchester City, Virginia",-57.96,"51","840"
"Wise County, Virginia",-39.98,"51","195"
"Wythe County, Virginia",-47.47,"51","197"
"York County, Virginia",-56.77,"51","199"
"Adams County, Washington",-45.01,"53","001"
"Asotin County, Washington",-44.15,"53","003"
"Benton County, Washington",-47.48,"53","005"
"Chelan County, Washington",-49.84,"53","007"
"Clallam County, Washington",-44.38,"53","009"
"Clark County, Washington",-51.72,"53","011"
"Columbia County, Washington",-51.19,"53","013"
"Cowlitz County, Washington",-45.52,"53","015"
"Douglas County, Washington",-45.87,"53","017"
"Ferry County, Washington",-47.44,"53","019"
"Franklin County, Washington",-50.37,"53","021"
"Garfield County, Washington",-55.09,"53","023"
"Grant County, Washington",-41.16,"53","025"
"Grays Harbor County, Washington",-45.18,"53","027"
"Island County, Washington",-56.8,"53","029"
"Jefferson County, Washington",-52.88,"53","031"
"King County, Washington",-51.33,"53","033"
"Kitsap County, Washington",-46.35,"53","035"
"Kittitas County, Washington",-49.25,"53","037"
"Klickitat County, Washington",-50.44,"53","039"
"Lewis County, Washington",-42.26,"53","041"
"Lincoln County, Washington",-41.96,"53","043"
"Mason County, Washington",-41.33,"53","045"
"Okanogan County, Washington",-47.64,"53","047"
"Pacific County, Washington",-33.19,"53","049"
"Pend Oreille County, Washington",-48.09,"53","051"
"Pierce County, Washington",-47.91,"53","053"
"San Juan County, Washington",-58.47,"53","055"
"Skagit County, Washington",-54.48,"53","057"
"Skamania County, Washington",-52.55,"53","059"
"Snohomish County, Washington",-48.14,"53","061"
"Spokane County, Washington",-47.5,"53","063"
"Stevens County, Washington",-37.43,"53","065"
"Thurston County, Washington",-48.4,"53","067"
"Wahkiakum County, Washington",-48.22,"53","069"
"Walla Walla County, Washington",-39.57,"53","071"
"Whatcom County, Washington",-46.21,"53","073"
"Whitman County, Washington",-43.2,"53","075"
"Yakima County, Washington",-40.52,"53","077"
"Barbour County, West Virginia",-40.11,"54","001"
"Berkeley County, West Virginia",-49.8,"54","003"
"Boone County, West Virginia",-45.74,"54","005"
"Braxton County, West Virginia",-49.93,"54","007"
"Brooke County, West Virginia",-48.07,"54","009"
"Cabell County, West Virginia",-49.76,"54","011"
"Calhoun County, West Virginia",-49.69,"54","013"
"Clay County, West Virginia",-52.15,"54","015"
"Doddridge County, West Virginia",-42.71,"54","017"
"Fayette County, West Virginia",-47.73,"54","019"
"Gilmer County, West Virginia",-41.34,"54","021"
"Grant County, West Virginia",-41.05,"54","023"
"Greenbrier County, West Virginia",-49.91,"54","025"
"Hampshire County, West Virginia",-52.79,"54","027"
"Hancock County, West Virginia",-40.73,"54","029"
"Hardy County, West Virginia",-49.28,"54","031"
"Harrison County, West Virginia",-44.49,"54","033"
"Jackson County, West Virginia",-46,"54","035"
"Jefferson County, West Virginia",-55.65,"54","037"
"Kanawha County, West Virginia",-50.24,"54","039"
"Lewis County, West Virginia",-36.21,"54","041"
"Lincoln County, West Virginia",-43.74,"54","043"
"Logan County, West Virginia",-37.48,"54","045"
"Marion County, West Virginia",-45.25,"54","049"
"Marshall County, West Virginia",-43.95,"54","051"
"Mason County, West Virginia",-49.14,"54","053"
"McDowell County, West Virginia",-33.35,"54","047"
"Mercer County, West Virginia",-38.58,"54","055"
"Mineral County, West Virginia",-51.37,"54","057"
"Mingo County, West Virginia",-44.05,"54","059"
"Monongalia County, West Virginia",-48.33,"54","061"
"Monroe County, West Virginia",-53.78,"54","063"
"Morgan County, West Virginia",-47.31,"54","065"
"Nicholas County, West Virginia",-37.74,"54","067"
"Ohio County, West Virginia",-52.75,"54","069"
"Pendleton County, West Virginia",-44.68,"54","071"
"Pleasants County, West Virginia",-39.72,"54","073"
"Pocahontas County, West Virginia",-48.78,"54","075"
"Preston County, West Virginia",-41.97,"54","077"
"Putnam County, West Virginia",-48.48,"54","079"
"Raleigh County, West Virginia",-48.06,"54","081"
"Randolph County, West Virginia",-37.2,"54","083"
"Ritchie County, West Virginia",-38.78,"54","085"
"Roane County, West Virginia",-46.85,"54","087"
"Summers County, West Virginia",-52.46,"54","089"
"Taylor County, West Virginia",-42.65,"54","091"
"Tucker County, West Virginia",-45.63,"54","093"
"Tyler County, West Virginia",-43.28,"54","095"
"Upshur County, West Virginia",-43.28,"54","097"
"Wayne County, West Virginia",-47.48,"54","099"
"Webster County, West Virginia",-40.59,"54","101"
"Wetzel County, West Virginia",-43.52,"54","103"
"Wirt County, West Virginia",-42.53,"54","105"
"Wood County, West Virginia",-32.19,"54","107"
"Wyoming County, West Virginia",-40.71,"54","109"
"Adams County, Wisconsin",-44.36,"55","001"
"Ashland County, Wisconsin",-42.9,"55","003"
"Barron County, Wisconsin",-45.01,"55","005"
"Bayfield County, Wisconsin",-54.06,"55","007"
"Brown County, Wisconsin",-48.73,"55","009"
"Buffalo County, Wisconsin",-40.29,"55","011"
"Burnett County, Wisconsin",-55.22,"55","013"
"Calumet County, Wisconsin",-49.13,"55","015"
"Chippewa County, Wisconsin",-51.87,"55","017"
"Clark County, Wisconsin",-44.85,"55","019"
"Columbia County, Wisconsin",-48.73,"55","021"
"Crawford County, Wisconsin",-46.2,"55","023"
"Dane County, Wisconsin",-51.49,"55","025"
"Dodge County, Wisconsin",-46.12,"55","027"
"Door County, Wisconsin",-50.91,"55","029"
"Douglas County, Wisconsin",-54.74,"55","031"
"Dunn County, Wisconsin",-47.03,"55","033"
"Eau Claire County, Wisconsin",-50.03,"55","035"
"Florence County, Wisconsin",-44.9,"55","037"
"Fond du Lac County, Wisconsin",-48.18,"55","039"
"Forest County, Wisconsin",-48.77,"55","041"
"Grant County, Wisconsin",-44.63,"55","043"
"Green County, Wisconsin",-56.53,"55","045"
"Green Lake County, Wisconsin",-40.36,"55","047"
"Iowa County, Wisconsin",-49.52,"55","049"
"Iron County, Wisconsin",-49.7,"55","051"
"Jackson County, Wisconsin",-39.11,"55","053"
"Jefferson County, Wisconsin",-53.57,"55","055"
"Juneau County, Wisconsin",-47.61,"55","057"
"Kenosha County, Wisconsin",-46.95,"55","059"
"Kewaunee County, Wisconsin",-53.23,"55","061"
"La Crosse County, Wisconsin",-51.47,"55","063"
"Lafayette County, Wisconsin",-57.41,"55","065"
"Langlade County, Wisconsin",-48.66,"55","067"
"Lincoln County, Wisconsin",-51.64,"55","069"
"Manitowoc County, Wisconsin",-49.34,"55","071"
"Marathon County, Wisconsin",-55.37,"55","073"
"Marinette County, Wisconsin",-43.98,"55","075"
"Marquette County, Wisconsin",-50.84,"55","077"
"Menominee County, Wisconsin",-67.37,"55","078"
"Milwaukee County, Wisconsin",-46.27,"55","079"
"Monroe County, Wisconsin",-46.42,"55","081"
"Oconto County, Wisconsin",-50.22,"55","083"
"Oneida County, Wisconsin",-48.3,"55","085"
"Outagamie County, Wisconsin",-52.22,"55","087"
"Ozaukee County, Wisconsin",-51.43,"55","089"
"Pepin County, Wisconsin",-48.95,"55","091"
"Pierce County, Wisconsin",-51.23,"55","093"
"Polk County, Wisconsin",-47.11,"55","095"
"Portage County, Wisconsin",-55.35,"55","097"
"Price County, Wisconsin",-47.25,"55","099"
"Racine County, Wisconsin",-51.78,"55","101"
"Richland County, Wisconsin",-47.43,"55","103"
"Rock County, Wisconsin",-55.44,"55","105"
"Rusk County, Wisconsin",-40.79,"55","107"
"Saint Croix County, Wisconsin",-51.8,"55","109"
"Sauk County, Wisconsin",-43.81,"55","111"
"Sawyer County, Wisconsin",-43.1,"55","113"
"Shawano County, Wisconsin",-54.23,"55","115"
"Sheboygan County, Wisconsin",-47.56,"55","117"
"Taylor County, Wisconsin",-53.7,"55","119"
"Trempealeau County, Wisconsin",-49,"55","121"
"Vernon County, Wisconsin",-47.13,"55","123"
"Vilas County, Wisconsin",-46.37,"55","125"
"Walworth County, Wisconsin",-49.9,"55","127"
"Washburn County, Wisconsin",-37.92,"55","129"
"Washington County, Wisconsin",-56.12,"55","131"
"Waukesha County, Wisconsin",-60.34,"55","133"
"Waupaca County, Wisconsin",-47.21,"55","135"
"Waushara County, Wisconsin",-39.8,"55","137"
"Winnebago County, Wisconsin",-54.45,"55","139"
"Wood County, Wisconsin",-49.05,"55","141"
"Albany County, Wyoming",-50.18,"56","001"
"Big Horn County, Wyoming",-32.88,"56","003"
"Campbell County, Wyoming",-37.73,"56","005"
"Carbon County, Wyoming",-40.88,"56","007"
"Converse County, Wyoming",-52.5,"56","009"
"Crook County, Wyoming",-52.75,"56","011"
"Fremont County, Wyoming",-41.42,"56","013"
"Goshen County, Wyoming",-48.57,"56","015"
"Hot Springs County, Wyoming",-35.4,"56","017"
"Johnson County, Wyoming",-46.68,"56","019"
"Laramie County, Wyoming",-43.5,"56","021"
"Lincoln County, Wyoming",-49.82,"56","023"
"Natrona County, Wyoming",-33.84,"56","025"
"Niobrara County, Wyoming",-52.61,"56","027"
"Park County, Wyoming",-51.98,"56","029"
"Platte County, Wyoming",-49.61,"56","031"
"Sheridan County, Wyoming",-33.62,"56","033"
"Sublette County, Wyoming",-51.19,"56","035"
"Sweetwater County, Wyoming",-40.77,"56","037"
"Teton County, Wyoming",-60.28,"56","039"
"Uinta County, Wyoming",-30.54,"56","041"
"Washakie County, Wyoming",-43.65,"56","043"
"Weston County, Wyoming",-52.84,"56","045"
