"location","mortalityRate","state","county"
"Yellowstone County, Montana",-38.21,"30","111"
"Adams County, Nebraska",-41.45,"31","001"
"Antelope County, Nebraska",-50.39,"31","003"
"Arthur County, Nebraska",-61.13,"31","005"
"Banner County, Nebraska",-51.06,"31","007"
"Blaine County, Nebraska",-52.55,"31","009"
"Boone County, Nebraska",-55.64,"31","011"
"Box Butte County, Nebraska",-37.9,"31","013"
"Boyd County, Nebraska",-40.66,"31","015"
"Brown County, Nebraska",-54.48,"31","017"
"Buffalo County, Nebraska",-48.98,"31","019"
"Burt County, Nebraska",-50.47,"31","021"
"Butler County, Nebraska",-44.63,"31","023"
"Cass County, Nebraska",-53.59,"31","025"
"Cedar County, Nebraska",-52.64,"31","027"
"Chase County, Nebraska",-43.63,"31","029"
"Cherry County, Nebraska",-51.19,"31","031"
"Cheyenne County, Nebraska",-49.69,"31","033"
"Clay County, Nebraska",-44.67,"31","035"
"Colfax County, Nebraska",-49.72,"31","037"
"Cuming County, Nebraska",-43.52,"31","039"
"Custer County, Nebraska",-41.19,"31","041"
"Dakota County, Nebraska",-50.28,"31","043"
"Dawes County, Nebraska",-46.04,"31","045"
"Dawson County, Nebraska",-50.18,"31","047"
"Deuel County, Nebraska",-50.71,"31","049"
"Dixon County, Nebraska",-44.05,"31","051"
"Dodge County, Nebraska",-51.55,"31","053"
"Douglas County, Nebraska",-54.03,"31","055"
"Dundy County, Nebraska",-46.82,"31","057"
"Fillmore County, Nebraska",-44.99,"31","059"
"Franklin County, Nebraska",-40.24,"31","061"
"Frontier County, Nebraska",-57.13,"31","063"
"Furnas County, Nebraska",-42.82,"31","065"
"Gage County, Nebraska",-50.58,"31","067"
"Garden County, Nebraska",-47.06,"31","069"
"Garfield County, Nebraska",-47.66,"31","071"
"Gosper County, Nebraska",-54.05,"31","073"
"Grant County, Nebraska",-56.58,"31","075"
"Greeley County, Nebraska",-57.63,"31","077"
"Hall County, Nebraska",-55.91,"31","079"
"Hamilton County, Nebraska",-52.67,"31","081"
"Harlan County, Nebraska",-38.45,"31","083"
"Hayes County, Nebraska",-56.64,"31","085"
"Hitchcock County, Nebraska",-47.01,"31","087"
"Holt County, Nebraska",-47.67,"31","089"
"Hooker County, Nebraska",-46.1,"31","091"
"Howard County, Nebraska",-53.13,"31","093"
"Jefferson County, Nebraska",-36.57,"31","095"
"Johnson County, Nebraska",-45.77,"31","097"
"Kearney County, Nebraska",-40.91,"31","099"
"Keith County, Nebraska",-52.37,"31","101"
"Keya Paha County, Nebraska",-52.67,"31","103"
"Kimball County, Nebraska",-44.7,"31","105"
"Knox County, Nebraska",-42.25,"31","107"
"Lancaster County, Nebraska",-52.02,"31","109"
"Lincoln County, Nebraska",-52.12,"31","111"
"Logan County, Nebraska",-50.38,"31","113"
"Loup County, Nebraska",-53.01,"31","115"
"Madison County, Nebraska",-46.45,"31","119"
"McPherson County, Nebraska",-59.73,"31","117"
"Merrick County, Nebraska",-48.5,"31","121"
"Morrill County, Nebraska",-43.87,"31","123"
"Nance County, Nebraska",-55.6,"31","125"
"Nemaha County, Nebraska",-52.59,"31","127"
"Nuckolls County, Nebraska",-44.05,"31","129"
"Otoe County, Nebraska",-49.05,"31","131"
"Pawnee County, Nebraska",-43.47,"31","133"
"Perkins County, Nebraska",-46.39,"31","135"
"Phelps County, Nebraska",-47.91,"31","137"
"Pierce County, Nebraska",-44.7,"31","139"
"Platte County, Nebraska",-52.12,"31","141"
"Polk County, Nebraska",-40.62,"31","143"
"Red Willow County, Nebraska",-52.38,"31","145"
"Richardson County, Nebraska",-45.14,"31","147"
"Rock County, Nebraska",-43.32,"31","149"
"Saline County, Nebraska",-40.15,"31","151"
"Sarpy County, Nebraska",-59.08,"31","153"
"Saunders County, Nebraska",-54.75,"31","155"
"Scotts Bluff County, Nebraska",-34.19,"31","157"
"Seward County, Nebraska",-43.61,"31","159"
"Sheridan County, Nebraska",-41.44,"31","161"
"Sherman County, Nebraska",-55.01,"31","163"
"Sioux County, Nebraska",-57.31,"31","165"
"Stanton County, Nebraska",-58.04,"31","167"
"Thayer County, Nebraska",-39.63,"31","169"
"Thomas County, Nebraska",-47.72,"31","171"
"Thurston County, Nebraska",-45.24,"31","173"
"Valley County, Nebraska",-48.33,"31","175"
"Washington County, Nebraska",-56.85,"31","177"
"Wayne County, Nebraska",-54.74,"31","179"
"Webster County, Nebraska",-41.27,"31","181"
"Wheeler County, Nebraska",-52.63,"31","183"
"York County, Nebraska",-46.21,"31","185"
"Carson City, Nevada",-35.34,"32","510"
"Churchill County, Nevada",-40.64,"32","001"
"Clark County, Nevada",-52.72,"32","003"
"Douglas County, Nevada",-49.68,"32","005"
"Elko County, Nevada",-49.57,"32","007"
"Esmeralda County, Nevada",-29.2,"32","009"
"Eureka County, Nevada",-43.24,"32","011"
"Humboldt County, Nevada",-46.91,"32","013"
"Lander County, Nevada",-44.81,"32","015"
"Lincoln County, Nevada",-41.88,"32","017"
"Lyon County, Nevada",-41.24,"32","019"
"Mineral County, Nevada",-29.74,"32","021"
"Nye County, Nevada",-19.85,"32","023"
"Pershing County, Nevada",-46.53,"32","027"
"Storey County, Nevada",-57.85,"32","029"
"Washoe County, Nevada",-39.34,"32","031"
"White Pine County, Nevada",-46.75,"32","033"
"Belknap County, New Hampshire",-52.14,"33","001"
"Carroll County, New Hampshire",-59.98,"33","003"
"Cheshire County, New Hampshire",-50.3,"33","005"
"Coos County, New Hampshire",-41.78,"33","007"
"Grafton County, New Hampshire",-49.43,"33","009"
"Hillsborough County, New Hampshire",-55.15,"33","011"
"Merrimack County, New Hampshire",-48.67,"33","013"
"Rockingham County, New Hampshire",-53.43,"33","015"
"Strafford County, New Hampshire",-55.31,"33","017"
"Sullivan County, New Hampshire",-45.54,"33","019"
"Atlantic County, New Jersey",-54.08,"34","001"
"Bergen County, New Jersey",-59.37,"34","003"
"Burlington County, New Jersey",-53.96,"34","005"
"Camden County, New Jersey",-54.07,"34","007"
"Cape May County, New Jersey",-50.83,"34","009"
"Cumberland County, New Jersey",-45.46,"34","011"
"Essex County, New Jersey",-53.6,"34","013"
"Gloucester County, New Jersey",-52.73,"34","015"
"Hudson County, New Jersey",-61.95,"34","017"
"Hunterdon County, New Jersey",-60.93,"34","019"
"Mercer County, New Jersey",-55.88,"34","021"
"Middlesex County, New Jersey",-58.14,"34","023"
"Monmouth County, New Jersey",-53.58,"34","025"
"Morris County, New Jersey",-52.65,"34","027"
"Ocean County, New Jersey",-44.39,"34","029"
"Passaic County, New Jersey",-53.68,"34","031"
"Salem County, New Jersey",-45.62,"34","033"
"Somerset County, New Jersey",-56.74,"34","035"
"Sussex County, New Jersey",-50.7,"34","037"
"Union County, New Jersey",-53.17,"34","039"
"Warren County, New Jersey",-55.19,"34","041"
"Bernalillo County, New Mexico",-39.86,"35","001"
"Catron County, New Mexico",-44.75,"35","003"
"Chaves County, New Mexico",-31.82,"35","005"
"Cibola County, New Mexico",-38.93,"35","006"
"Colfax County, New Mexico",-33.99,"35","007"
"Curry County, New Mexico",-33.63,"35","009"
"De Baca County, New Mexico",-40.45,"35","011"
"Dona Ana County, New Mexico",-45.8,"35","013"
"Eddy County, New Mexico",-27.51,"35","015"
"Grant County, New Mexico",-37.92,"35","017"
"Guadalupe County, New Mexico",-43.93,"35","019"
"Harding County, New Mexico",-52.27,"35","021"
"Hidalgo County, New Mexico",-38.85,"35","023"
"Lea County, New Mexico",-32.9,"35","025"
"Lincoln County, New Mexico",-50.9,"35","027"
"Los Alamos County, New Mexico",-47.21,"35","028"
"Luna County, New Mexico",-32.81,"35","029"
"McKinley County, New Mexico",-40.78,"35","031"
"Mora County, New Mexico",-43.29,"35","033"
"Otero County, New Mexico",-43.73,"35","035"
"Quay County, New Mexico",-40.79,"35","037"
"Rio Arriba County, New Mexico",-41.74,"35","039"
"Roosevelt County, New Mexico",-33.38,"35","041"
"San Juan County, New Mexico",-39,"35","045"
"San Miguel County, New Mexico",-36.25,"35","047"
"Sandoval County, New Mexico",-42.78,"35","043"
"Santa Fe County, New Mexico",-46.38,"35","049"
"Sierra County, New Mexico",-30.91,"35","051"
"Socorro County, New Mexico",-35.83,"35","053"
"Taos County, New Mexico",-52.3,"35","055"
"Torrance County, New Mexico",-32.28,"35","057"
"Union County, New Mexico",-43.87,"35","059"
"Valencia County, New Mexico",-38.93,"35","061"
"Albany County, New York",-51.95,"36","001"
"Allegany County, New York",-43.96,"36","003"
"Bronx County, New York",-57.14,"36","005"
"Broome County, New York",-48.33,"36","007"
"Cattaraugus County, New York",-39.14,"36","009"
"Cayuga County, New York",-50.64,"36","011"
"Chautauqua County, New York",-47.08,"36","013"
"Chemung County, New York",-48.37,"36","015"
"Chenango County, New York",-32.4,"36","017"
"Clinton County, New York",-51.91,"36","019"
"Columbia County, New York",-46.64,"36","021"
"Cortland County, New York",-52.2,"36","023"
"Delaware County, New York",-50.26,"36","025"
"Dutchess County, New York",-52.39,"36","027"
"Erie County, New York",-54.14,"36","029"
"Essex County, New York",-55.62,"36","031"
"Franklin County, New York",-56.17,"36","033"
"Fulton County, New York",-43.43,"36","035"
"Genesee County, New York",-48.15,"36","037"
"Greene County, New York",-49.86,"36","039"
"Hamilton County, New York",-55.72,"36","041"
"Herkimer County, New York",-48.7,"36","043"
"Jefferson County, New York",-56.05,"36","045"
"Kings County, New York",-58.5,"36","047"
"Lewis County, New York",-57.9,"36","049"
"Livingston County, New York",-55.32,"36","051"
"Madison County, New York",-55.32,"36","053"
"Monroe County, New York",-47.9,"36","055"
"Montgomery County, New York",-36.46,"36","057"
"Nassau County, New York",-55.56,"36","059"
"New York County, New York",-65.62,"36","061"
"Niagara County, New York",-44.25,"36","063"
"Oneida County, New York",-48.11,"36","065"
"Onondaga County, New York",-53.73,"36","067"
"Ontario County, New York",-47.01,"36","069"
"Orange County, New York",-56.6,"36","071"
"Orleans County, New York",-44.16,"36","073"
"Oswego County, New York",-52.39,"36","075"
"Otsego County, New York",-50.04,"36","077"
"Putnam County, New York",-54.88,"36","079"
"Queens County, New York",-54.36,"36","081"
"Rensselaer County, New York",-49.24,"36","083"
"Richmond County, New York",-51.52,"36","085"
"Rockland County, New York",-57.04,"36","087"
"Saint Lawrence County, New York",-49.24,"36","089"
"Saratoga County, New York",-59.31,"36","091"
"Schenectady County, New York",-48.34,"36","093"
"Schoharie County, New York",-58.5,"36","095"
"Schuyler County, New York",-47.17,"36","097"
"Seneca County, New York",-45.85,"36","099"
"Steuben County, New York",-46.31,"36","101"
"Suffolk County, New York",-52.95,"36","103"
"Sullivan County, New York",-53.33,"36","105"
"Tioga County, New York",-56.84,"36","107"
"Tompkins County, New York",-55.04,"36","109"
"Ulster County, New York",-56.41,"36","111"
"Warren County, New York",-56.7,"36","113"
"Washington County, New York",-58.45,"36","115"
"Wayne County, New York",-51.27,"36","117"
"Westchester County, New York",-55.03,"36","119"
"Wyoming County, New York",-47.8,"36","121"
"Yates County, New York",-47.82,"36","123"
"Alamance County, North Carolina",-48.92,"37","001"
"Alexander County, North Carolina",-52.08,"37","003"
"Alleghany County, North Carolina",-44.34,"37","005"
"Anson County, North Carolina",-40.09,"37","007"
"Ashe County, North Carolina",-46.41,"37","009"
"Avery County, North Carolina",-45.59,"37","011"
"Beaufort County, North Carolina",-49.45,"37","013"
"Bertie County, North Carolina",-52.59,"37","015"
"Bladen County, North Carolina",-46.33,"37","017"
"Brunswick County, North Carolina",-56.8,"37","019"
"Buncombe County, North Carolina",-51.08,"37","021"
"Burke County, North Carolina",-40.92,"37","023"
"Cabarrus County, North Carolina",-54.05,"37","025"
"Caldwell County, North Carolina",-38.45,"37","027"
"Camden County, North Carolina",-57.56,"37","029"
"Carteret County, North Carolina",-50.84,"37","031"
"Caswell County, North Carolina",-46.06,"37","033"
"Catawba County, North Carolina",-48.88,"37","035"
"Chatham County, North Carolina",-63.22,"37","037"
"Cherokee County, North Carolina",-30.77,"37","039"
"Chowan County, North Carolina",-47.48,"37","041"
"Clay County, North Carolina",-43.96,"37","043"
"Cleveland County, North Carolina",-40.46,"37","045"
"Columbus County, North Carolina",-40.57,"37","047"
"Craven County, North Carolina",-51.01,"37","049"
"Cumberland County, North Carolina",-52.87,"37","051"
"Currituck County, North Carolina",-53.46,"37","053"
"Dare County, North Carolina",-53.42,"37","055"
"Davidson County, North Carolina",-40.47,"37","057"
"Davie County, North Carolina",-51.83,"37","059"
"Duplin County, North Carolina",-57.6,"37","061"
"Durham County, North Carolina",-57.85,"37","063"
"Edgecombe County, North Carolina",-43.28,"37","065"
"Forsyth County, North Carolina",-55.64,"37","067"
"Franklin County, North Carolina",-54.85,"37","069"
"Gaston County, North Carolina",-48.17,"37","071"
"Gates County, North Carolina",-53.4,"37","073"
"Graham County, North Carolina",-31,"37","075"
"Granville County, North Carolina",-61.18,"37","077"
"Greene County, North Carolina",-50.15,"37","079"
"Guilford County, North Carolina",-52.79,"37","081"
"Halifax County, North Carolina",-49.41,"37","083"
"Harnett County, North Carolina",-51.56,"37","085"
"Haywood County, North Carolina",-41.71,"37","087"
"Henderson County, North Carolina",-45.23,"37","089"
"Hertford County, North Carolina",-49.37,"37","091"
"Hoke County, North Carolina",-47.77,"37","093"
"Hyde County, North Carolina",-49.7,"37","095"
"Iredell County, North Carolina",-46.5,"37","097"
"Jackson County, North Carolina",-48.06,"37","099"
"Johnston County, North Carolina",-55.88,"37","101"
"Jones County, North Carolina",-44.23,"37","103"
"Lee County, North Carolina",-54.58,"37","105"
"Lenoir County, North Carolina",-47.8,"37","107"
"Lincoln County, North Carolina",-47.57,"37","109"
"Macon County, North Carolina",-36.77,"37","113"
"Madison County, North Carolina",-41.99,"37","115"
"Martin County, North Carolina",-38.94,"37","117"
"McDowell County, North Carolina",-43.51,"37","111"
"Mecklenburg County, North Carolina",-57.16,"37","119"
"Mitchell County, North Carolina",-38.73,"37","121"
"Montgomery County, North Carolina",-56.61,"37","123"
"Moore County, North Carolina",-61.25,"37","125"
"Nash County, North Carolina",-51.86,"37","127"
"New Hanover County, North Carolina",-55.94,"37","129"
"Northampton County, North Carolina",-54.19,"37","131"
"Onslow County, North Carolina",-51.79,"37","133"
"Orange County, North Carolina",-53.87,"37","135"
"Pamlico County, North Carolina",-52.44,"37","137"
"Pasquotank County, North Carolina",-43.85,"37","139"
"Pender County, North Carolina",-56.83,"37","141"
"Perquimans County, North Carolina",-42.81,"37","143"
"Person County, North Carolina",-44.81,"37","145"
"Pitt County, North Carolina",-55.55,"37","147"
"Polk County, North Carolina",-49.72,"37","149"
"Randolph County, North Carolina",-45.11,"37","151"
"Richmond County, North Carolina",-40.34,"37","153"
"Robeson County, North Carolina",-48.39,"37","155"
"Rockingham County, North Carolina",-43.24,"37","157"
"Rowan County, North Carolina",-40.01,"37","159"
"Rutherford County, North Carolina",-33.83,"37","161"
"Sampson County, North Carolina",-51.22,"37","163"
"Scotland County, North Carolina",-51.53,"37","165"
"Stanly County, North Carolina",-41.11,"37","167"
"Stokes County, North Carolina",-41.94,"37","169"
"Surry County, North Carolina",-43.89,"37","171"
"Swain County, North Carolina",-39.15,"37","173"
"Transylvania County, North Carolina",-47.46,"37","175"
"Tyrrell County, North Carolina",-48.88,"37","177"
"Union County, North Carolina",-56.92,"37","179"
"Vance County, North Carolina",-51.58,"37","181"
"Wake County, North Carolina",-59.25,"37","183"
"Warren County, North Carolina",-51.01,"37","185"
"Washington County, North Carolina",-46.52,"37","187"
"Watauga County, North Carolina",-50.12,"37","189"
"Wayne County, North Carolina",-56.51,"37","191"
"Wilkes County, North Carolina",-52.58,"37","193"
"Wilson County, North Carolina",-55.61,"37","195"
"Yadkin County, North Carolina",-40.26,"37","197"
"Yancey County, North Carolina",-38.16,"37","199"
"Adams County, North Dakota",-45.77,"38","001"
"Barnes County, North Dakota",-46.95,"38","003"
"Benson County, North Dakota",-22.34,"38","005"
"Billings County, North Dakota",-43.82,"38","007"
"Bottineau County, North Dakota",-50.65,"38","009"
"Bowman County, North Dakota",-38.85,"38","011"
"Burke County, North Dakota",-44.33,"38","013"
"Burleigh County, North Dakota",-49.09,"38","015"
"Cass County, North Dakota",-51.73,"38","017"
"Cavalier County, North Dakota",-56.1,"38","019"
"Dickey County, North Dakota",-50.55,"38","021"
"Divide County, North Dakota",-47.13,"38","023"
"Dunn County, North Dakota",-39.6,"38","025"
"Eddy County, North Dakota",-36.98,"38","027"
"Emmons County, North Dakota",-38.65,"38","029"
"Foster County, North Dakota",-44.87,"38","031"
"Golden Valley County, North Dakota",-44.36,"38","033"
"Grand Forks County, North Dakota",-45.8,"38","035"
"Grant County, North Dakota",-42.18,"38","037"
"Griggs County, North Dakota",-45.01,"38","039"
"Hettinger County, North Dakota",-49.53,"38","041"
"Kidder County, North Dakota",-44.57,"38","043"
"LaMoure County, North Dakota",-55.38,"38","045"
"Logan County, North Dakota",-44.54,"38","047"
"McHenry County, North Dakota",-49.39,"38","049"
"McIntosh County, North Dakota",-45.83,"38","051"
"McKenzie County, North Dakota",-39.65,"38","053"
"McLean County, North Dakota",-49.33,"38","055"
"Mercer County, North Dakota",-39.73,"38","057"
"Morton County, North Dakota",-44.57,"38","059"
"Mountrail County, North Dakota",-37.13,"38","061"
"Nelson County, North Dakota",-33.13,"38","063"
"Oliver County, North Dakota",-55.46,"38","065"
"Pembina County, North Dakota",-59.15,"38","067"
"Pierce County, North Dakota",-39.13,"38","069"
"Ramsey County, North Dakota",-29.68,"38","071"
"Ransom County, North Dakota",-48.41,"38","073"
"Renville County, North Dakota",-41.7,"38","075"
"Richland County, North Dakota",-48.14,"38","077"
"Rolette County, North Dakota",-43.34,"38","079"
"Sargent County, North Dakota",-59.3,"38","081"
"Sheridan County, North Dakota",-51.84,"38","083"
"Sioux County, North Dakota",-28.61,"38","085"
"Slope County, North Dakota",-53.11,"38","087"
"Stark County, North Dakota",-42.14,"38","089"
"Steele County, North Dakota",-56.98,"38","091"
"Stutsman County, North Dakota",-43.45,"38","093"
"Towner County, North Dakota",-39.3,"38","095"
"Traill County, North Dakota",-51.04,"38","097"
"Walsh County, North Dakota",-42.84,"38","099"
"Ward County, North Dakota",-40.23,"38","101"
"Wells County, North Dakota",-40.35,"38","103"
"Williams County, North Dakota",-37.37,"38","105"
"Adams County, Ohio",-51.12,"39","001"
"Allen County, Ohio",-40.66,"39","003"
"Ashland County, Ohio",-44.71,"39","005"
"Ashtabula County, Ohio",-41.29,"39","007"
"Athens County, Ohio",-44.15,"39","009"
"Auglaize County, Ohio",-42.91,"39","011"
"Belmont County, Ohio",-45.53,"39","013"
"Brown County, Ohio",-44.23,"39","015"
"Butler County, Ohio",-51.62,"39","017"
"Carroll County, Ohio",-40.56,"39","019"
"Champaign County, Ohio",-47.21,"39","021"
"Clark County, Ohio",-45.56,"39","023"
"Clermont County, Ohio",-52.38,"39","025"
"Clinton County, Ohio",-45.99,"39","027"
"Columbiana County, Ohio",-56.57,"39","029"
"Coshocton County, Ohio",-48,"39","031"
"Crawford County, Ohio",-44.91,"39","033"
"Cuyahoga County, Ohio",-47.1,"39","035"
"Darke County, Ohio",-46.65,"39","037"
"Defiance County, Ohio",-46.35,"39","039"
"Delaware County, Ohio",-63.64,"39","041"
"Erie County, Ohio",-53.8,"39","043"
"Fairfield County, Ohio",-45.5,"39","045"
"Fayette County, Ohio",-42.14,"39","047"
"Franklin County, Ohio",-47.78,"39","049"
"Fulton County, Ohio",-43.55,"39","051"
"Gallia County, Ohio",-46.03,"39","053"
"Geauga County, Ohio",-57.28,"39","055"
"Greene County, Ohio",-54.74,"39","057"
"Guernsey County, Ohio",-46.29,"39","059"
"Hamilton County, Ohio",-50.11,"39","061"
"Hancock County, Ohio",-46.49,"39","063"
"Hardin County, Ohio",-32.18,"39","065"
"Harrison County, Ohio",-37.46,"39","067"
"Henry County, Ohio",-47.41,"39","069"
"Highland County, Ohio",-46.38,"39","071"
"Hocking County, Ohio",-44.25,"39","073"
"Holmes County, Ohio",-44.4,"39","075"
"Huron County, Ohio",-49.96,"39","077"
"Jackson County, Ohio",-44.01,"39","079"
"Jefferson County, Ohio",-37.23,"39","081"
"Knox County, Ohio",-49.8,"39","083"
"Lake County, Ohio",-51.65,"39","085"
"Lawrence County, Ohio",-49.25,"39","087"
"Licking County, Ohio",-54.33,"39","089"
"Logan County, Ohio",-42.42,"39","091"
"Lorain County, Ohio",-51.77,"39","093"
"Lucas County, Ohio",-46.19,"39","095"
"Madison County, Ohio",-58.39,"39","097"
"Mahoning County, Ohio",-47.75,"39","099"
"Marion County, Ohio",-43.32,"39","101"
"Medina County, Ohio",-53.59,"39","103"
"Meigs County, Ohio",-42.39,"39","105"
"Mercer County, Ohio",-39.87,"39","107"
"Miami County, Ohio",-53.77,"39","109"
"Monroe County, Ohio",-37.42,"39","111"
"Montgomery County, Ohio",-51.23,"39","113"
"Morgan County, Ohio",-53.45,"39","115"
"Morrow County, Ohio",-49.17,"39","117"
"Muskingum County, Ohio",-50.43,"39","119"
"Noble County, Ohio",-59.37,"39","121"
"Ottawa County, Ohio",-53.6,"39","123"
"Paulding County, Ohio",-49.61,"39","125"
"Perry County, Ohio",-43.07,"39","127"
"Pickaway County, Ohio",-51.52,"39","129"
"Pike County, Ohio",-47.35,"39","131"
"Portage County, Ohio",-46.91,"39","133"
"Preble County, Ohio",-36.49,"39","135"
"Putnam County, Ohio",-49.96,"39","137"
"Richland County, Ohio",-50.03,"39","139"
"Ross County, Ohio",-44.69,"39","141"
"Sandusky County, Ohio",-49.44,"39","143"
"Scioto County, Ohio",-39.92,"39","145"
"Seneca County, Ohio",-41.53,"39","147"
"Shelby County, Ohio",-45.89,"39","149"
"Stark County, Ohio",-53.24,"39","151"
"Summit County, Ohio",-48.11,"39","153"
"Trumbull County, Ohio",-43.63,"39","155"
"Tuscarawas County, Ohio",-50.1,"39","157"
"Union County, Ohio",-55.28,"39","159"
"Van Wert County, Ohio",-47.63,"39","161"
"Vinton County, Ohio",-40.32,"39","163"
"Warren County, Ohio",-55.45,"39","165"
"Washington County, Ohio",-49.94,"39","167"
"Wayne County, Ohio",-48.03,"39","169"
"Williams County, Ohio",-47.59,"39","171"
"Wood County, Ohio",-47.55,"39","173"
"Wyandot County, Ohio",-45.79,"39","175"
"Adair County, Oklahoma",-37.2,"40","001"
"Alfalfa County, Oklahoma",-34.54,"40","003"
"Atoka County, Oklahoma",-31.76,"40","005"
"Beaver County, Oklahoma",-40.45,"40","007"
"Beckham County, Oklahoma",-19.47,"40","009"
"Blaine County, Oklahoma",-30.61,"40","011"
"Bryan County, Oklahoma",-39.41,"40","013"
"Caddo County, Oklahoma",-23.7,"40","015"
"Canadian County, Oklahoma",-38.31,"40","017"
"Carter County, Oklahoma",-21.64,"40","019"
"Cherokee County, Oklahoma",-25.84,"40","021"
"Choctaw County, Oklahoma",-21.55,"40","023"
"Cimarron County, Oklahoma",-42.88,"40","025"
"Cleveland County, Oklahoma",-41.74,"40","027"
"Coal County, Oklahoma",-10.45,"40","029"
"Comanche County, Oklahoma",-32.55,"40","031"
"Cotton County, Oklahoma",-23.75,"40","033"
"Craig County, Oklahoma",-29.71,"40","035"
"Creek County, Oklahoma",-27.68,"40","037"
"Custer County, Oklahoma",-28.18,"40","039"
"Delaware County, Oklahoma",-33.15,"40","041"
"Dewey County, Oklahoma",-13.54,"40","043"
"Ellis County, Oklahoma",-30.73,"40","045"
"Garfield County, Oklahoma",-36.05,"40","047"
"Garvin County, Oklahoma",-19.56,"40","049"
"Grady County, Oklahoma",-25.24,"40","051"
"Grant County, Oklahoma",-32.98,"40","053"
"Greer County, Oklahoma",-23.39,"40","055"
"Harmon County, Oklahoma",-31.7,"40","057"
"Harper County, Oklahoma",-25.05,"40","059"
"Haskell County, Oklahoma",-31.96,"40","061"
"Hughes County, Oklahoma",-13.77,"40","063"
"Jackson County, Oklahoma",-27.31,"40","065"
"Jefferson County, Oklahoma",-20.17,"40","067"
"Johnston County, Oklahoma",-35.7,"40","069"
"Kay County, Oklahoma",-32.02,"40","071"
"Kingfisher County, Oklahoma",-25.84,"40","073"
"Kiowa County, Oklahoma",-10.33,"40","075"
"Latimer County, Oklahoma",-38.82,"40","077"
"Le Flore County, Oklahoma",-30.39,"40","079"
"Lincoln County, Oklahoma",-28.54,"40","081"
"Logan County, Oklahoma",-48.67,"40","083"
"Love County, Oklahoma",-32.21,"40","085"
"Major County, Oklahoma",-15.88,"40","093"
"Marshall County, Oklahoma",-39.63,"40","095"
"Mayes County, Oklahoma",-31.81,"40","097"
"McClain County, Oklahoma",-30.85,"40","087"
"McCurtain County, Oklahoma",-36.85,"40","089"
"McIntosh County, Oklahoma",-31.69,"40","091"
"Murray County, Oklahoma",-19.89,"40","099"
"Muskogee County, Oklahoma",-28.57,"40","101"
"Noble County, Oklahoma",-44.88,"40","103"
"Nowata County, Oklahoma",-34.71,"40","105"
"Okfuskee County, Oklahoma",-20.62,"40","107"
"Oklahoma County, Oklahoma",-36.83,"40","109"
"Okmulgee County, Oklahoma",-37.02,"40","111"
"Osage County, Oklahoma",-36.18,"40","113"
"Ottawa County, Oklahoma",-27.51,"40","115"
"Pawnee County, Oklahoma",-26.03,"40","117"
"Payne County, Oklahoma",-41.44,"40","119"
"Pittsburg County, Oklahoma",-18.28,"40","121"
"Pontotoc County, Oklahoma",-27.82,"40","123"
"Pottawatomie County, Oklahoma",-33.11,"40","125"
"Pushmataha County, Oklahoma",-20.78,"40","127"
"Roger Mills County, Oklahoma",-33.84,"40","129"
"Rogers County, Oklahoma",-36.2,"40","131"
"Seminole County, Oklahoma",-25.43,"40","133"
"Sequoyah County, Oklahoma",-30.91,"40","135"
"Stephens County, Oklahoma",-14.26,"40","137"
"Texas County, Oklahoma",-39.53,"40","139"
"Tillman County, Oklahoma",-36.33,"40","141"
"Tulsa County, Oklahoma",-36.84,"40","143"
"Wagoner County, Oklahoma",-32.7,"40","145"
"Washington County, Oklahoma",-33.83,"40","147"
"Washita County, Oklahoma",-27.53,"40","149"
"Woods County, Oklahoma",-17.82,"40","151"
"Woodward County, Oklahoma",-23.56,"40","153"
"Baker County, Oregon",-42.22,"41","001"
"Benton County, Oregon",-50.96,"41","003"
"Clackamas County, Oregon",-53.98,"41","005"
"Clatsop County, Oregon",-45.64,"41","007"
"Columbia County, Oregon",-52.85,"41","009"
"Coos County, Oregon",-41.38,"41","011"
"Crook County, Oregon",-53.58,"41","013"
"Curry County, Oregon",-28.4,"41","015"
"Deschutes County, Oregon",-57.81,"41","017"
"Douglas County, Oregon",-44.91,"41","019"
"Gilliam County, Oregon",-53.55,"41","021"
"Grant County, Oregon",-56.66,"41","023"
"Harney County, Oregon",-54.01,"41","025"
"Hood River County, Oregon",-53.15,"41","027"
"Jackson County, Oregon",-45,"41","029"
"Jefferson County, Oregon",-52.08,"41","031"
"Josephine County, Oregon",-42.73,"41","033"
"Klamath County, Oregon",-46.11,"41","035"
"Lake County, Oregon",-52.06,"41","037"
"Lane County, Oregon",-47.76,"41","039"
"Lincoln County, Oregon",-48.76,"41","041"
"Linn County, Oregon",-40.22,"41","043"
"Malheur County, Oregon",-36.12,"41","045"
"Marion County, Oregon",-49,"41","047"
"Morrow County, Oregon",-54.53,"41","049"
"Multnomah County, Oregon",-53.12,"41","051"
"Polk County, Oregon",-53.22,"41","053"
"Sherman County, Oregon",-54.5,"41","055"
"Tillamook County, Oregon",-49.34,"41","057"
"Umatilla County, Oregon",-46.65,"41","059"
"Union County, Oregon",-44.56,"41","061"
"Wallowa County, Oregon",-46.17,"41","063"
"Wasco County, Oregon",-42.48,"41","065"
"Washington County, Oregon",-53.61,"41","067"
"Wheeler County, Oregon",-51.15,"41","069"
"Yamhill County, Oregon",-49.65,"41","071"
"Adams County, Pennsylvania",-49.54,"42","001"
